********************************************************************************************************************************
WARNING DATA ARE IN UTC! PLEASE ADJUST TIME STAMPS FOR PROJECT TIME ZONE
********************************************************************************************************************************
Hub height (m AGL)       : 100m
Path to ERA5 files       : /local/ERA5_SentoSe_24289_merged_windspeed.nc
Station name             : SentoSe
Station latitude         : -9.8436
Station longitude        : -41.1912
Model latitude/longitude : [-9.899999999999991,-41.10000000000002] [-9.599999999999994,-41.10000000000002] [-9.599999999999994,-40.80000000000001] [-9.899999999999991,-40.80000000000001] [-10.2,-40.80000000000001] [-10.2,-41.10000000000002] [-10.2,-41.40000000000003] [-9.899999999999991,-41.40000000000003] [-9.599999999999994,-41.40000000000003]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Date           Time(UTC)       c_ws       c_wd         n_ws       n_wd        ne_ws      ne_wd         e_ws       e_wd        se_ws      se_wd         s_ws       s_wd        sw_ws      sw_wd         w_ws       w_wd        nw_ws      nw_wd
2017-10-31     10:00:00        6.79      107.03        8.36      100.33        7.73      103.23        6.30      107.43        4.72      102.56        4.78      103.10        5.45      100.40        6.65       98.07        8.63       91.11
2017-10-31     11:00:00        7.48       91.51        9.03       88.02        7.92       90.31        6.59       91.83        5.11       89.00        5.95       90.38        6.18       89.59        7.21       86.79        9.40       83.12
2017-10-31     12:00:00        7.13       80.27        8.02       77.55        7.01       77.40        6.46       78.49        5.46       75.96        5.99       79.21        6.04       74.96        7.39       73.71        8.56       74.70
2017-10-31     13:00:00        6.33       71.57        6.82       68.54        5.96       69.03        5.83       70.83        5.29       66.42        5.66       71.34        5.30       64.52        6.49       64.45        7.54       67.80
2017-10-31     14:00:00        5.34       64.93        5.86       61.64        5.17       62.49        4.99       64.66        4.43       60.22        4.78       66.27        4.64       58.18        5.57       57.45        6.29       61.07
2017-10-31     15:00:00        4.50       56.01        4.84       54.50        4.14       56.75        4.10       58.39        3.45       55.13        3.91       61.57        3.78       47.25        4.58       47.06        5.05       55.15
2017-10-31     16:00:00        3.68       51.76        3.95       50.89        3.36       50.98        3.29       55.88        2.98       56.15        3.26       58.01        3.23       40.36        3.82       43.25        3.94       53.74
2017-10-31     17:00:00        3.20       51.21        3.42       48.81        2.87       51.01        2.83       54.48        2.55       55.32        2.84       58.29        2.88       41.24        3.28       43.37        3.40       54.16
2017-10-31     18:00:00        3.13       54.71        3.31       53.99        2.92       57.88        2.93       58.87        2.59       60.31        2.90       62.53        3.00       45.84        3.21       45.52        3.17       57.29
2017-10-31     19:00:00        3.35       55.98        3.37       55.75        3.18       63.10        3.28       63.85        2.97       65.55        3.23       63.87        3.17       45.74        3.31       44.06        3.24       59.50
2017-10-31     20:00:00        3.50       63.68        3.56       61.45        3.30       68.87        3.33       69.67        2.87       69.13        3.50       72.67        3.18       54.04        3.28       50.85        3.42       62.57
2017-10-31     21:00:00        3.48       68.62        3.43       59.23        3.54       75.93        3.44       75.00        2.82       81.50        3.61       79.84        3.45       57.38        3.28       46.08        3.45       55.99
2017-10-31     22:00:00        2.30       56.71        2.50       41.00        2.78       64.61        2.50       73.66        1.89       91.64        2.60       75.95        2.55       31.95        2.41       14.22        2.36       17.30
2017-10-31     23:00:00        2.19       39.12        2.78       24.21        2.65       53.85        2.65       65.26        2.18       97.21        2.04       68.78        2.24       14.04        2.38      353.97        3.28      336.45
2017-11-01     00:00:00        2.11       19.61        3.32      352.60        2.06       29.05        1.95       64.51        2.06      111.12        1.52       69.58        1.51      347.64        2.89      328.59        4.70      316.34
2017-11-01     01:00:00        2.57      343.92        4.59      324.34        2.79      334.06        1.04       37.51        1.81      118.98        0.80       47.28        1.69      317.24        3.72      315.62        5.34      307.90
2017-11-01     02:00:00        3.39      321.61        5.40      311.08        4.36      309.16        1.44      326.27        1.03      122.20        0.99      337.29        2.23      314.64        4.09      306.56        5.38      303.15
2017-11-01     03:00:00        4.14      305.45        5.61      293.55        4.86      291.30        2.30      303.07        0.04      105.75        1.91      318.45        3.24      304.80        4.27      296.33        5.08      292.28
2017-11-01     04:00:00        4.24      290.00        5.48      275.73        4.77      274.98        2.49      288.73        0.37      338.74        2.26      304.21        3.41      291.17        4.10      281.58        4.93      274.45
2017-11-01     05:00:00        4.29      272.54        5.67      261.34        4.72      261.39        2.69      271.83        0.44      297.55        2.54      281.31        3.42      273.43        4.19      262.99        5.22      258.87
2017-11-01     06:00:00        4.25      254.88        5.61      251.72        3.96      254.47        2.54      254.59        0.78      224.52        2.89      255.46        3.51      251.53        4.34      244.98        5.34      247.48
2017-11-01     07:00:00        4.04      239.74        5.05      246.07        2.68      251.53        1.84      232.98        1.52      196.70        3.19      238.01        3.62      238.11        4.41      233.00        5.40      241.04
2017-11-01     08:00:00        3.18      232.85        4.00      245.98        1.48      257.60        0.75      183.71        1.53      166.17        2.90      229.31        3.53      232.49        4.13      228.72        4.94      237.52
2017-11-01     09:00:00        1.72      219.43        2.95      237.58        0.70      233.00        0.91       92.37        1.31      126.06        2.04      220.83        3.23      231.55        3.75      227.23        4.73      233.60
2017-11-01     10:00:00        2.20      210.47        4.29      217.94        2.39      213.47        0.59      179.64        0.41      161.78        1.45      223.98        3.00      229.44        4.23      220.81        5.70      222.76
2017-11-01     11:00:00        2.43      201.17        3.97      211.68        2.57      202.29        1.41      183.75        0.82      189.61        1.40      198.54        2.25      225.88        3.60      213.31        5.00      212.89
2017-11-01     12:00:00        1.70      193.64        3.13      211.01        1.93      189.61        1.37      166.39        0.86      177.97        0.93      150.18        1.54      231.99        2.78      216.81        3.98      211.15
2017-11-01     13:00:00        0.59      197.73        2.13      217.02        1.00      172.59        0.91      113.95        0.60      108.75        0.74      100.40        0.98      265.43        1.98      241.19        3.07      218.50
2017-11-01     14:00:00        0.44        4.61        1.32      232.31        0.26      142.52        1.16       64.85        0.98       64.31        1.11       74.68        0.81      308.63        1.66      282.06        2.33      227.44
